state,county,isMetro,parents_count,children_count,housing_cost,food_cost,transportation_cost,childcare_cost,median_family_income
CO,Kit Carson County,False,2,2,10332.0,8844.73,11947.88,12472.42,61758.45
MO,Ray County,True,1,4,12202.638,11194.47,14596.31,14828.52,78859.21
IL,Knox County,False,2,0,6372.0,5192.75,11920.99,0.0,65005.28
CO,Sedgwick County,False,1,3,10956.0,9444.17,15158.78,13047.37,64176.63
LA,Caddo Parish,True,2,0,8084.3166,5991.64,13086.6,0.0,57509.45
MO,Washington County,False,2,2,7944.0,8814.75,15280.72,8878.62,51260.18
LA,St. Martin Parish,True,1,3,11161.58784,9533.83,10363.31,9845.33,59555.91
IA,Carroll County,False,1,1,8580.0,4556.54,15336.4,6825.87,82152.24
MA,Suffolk County,True,2,4,36569.6832,19352.25,12580.7,34486.51,82291.89
PA,Potter County,False,1,4,12024.0,10828.63,15416.32,16706.6,59642.16
OK,Bryan County,False,1,2,8964.0,7146.56,12278.22,13904.87,58012.59
PA,Washington County,True,2,0,8546.95464,6295.97,13219.59,0.0,83720.21
VA,Tazewell County,False,1,2,8412.0,6228.04,13077.89,11098.13,54892.07
TX,Callahan County,True,1,3,12906.2208,8577.45,12363.55,12332.61,65228.1
ND,Bowman County,False,2,2,8808.0,10193.93,13103.69,11999.4,90835.09
CO,Otero County,False,2,3,12420.0,11054.99,14448.72,13475.0,54674.38
KS,Franklin County,False,1,2,9696.0,7191.37,14111.44,9378.41,70128.11
IN,Gibson County,False,2,3,11868.0,9993.42,12711.42,14679.25,73248.63
VA,Montgomery County,True,1,4,17585.82,11926.13,12523.33,18042.78,84702.88
ME,Oxford County,False,1,4,12504.0,12840.71,16614.45,12089.71,62239.01
MS,Benton County,True,2,4,11748.0,13394.26,14158.03,8557.57,47849.07
WA,Columbia County,True,2,0,9456.0,5934.57,11966.89,0.0,87301.77
IL,Carroll County,False,2,4,10452.0,12498.33,14642.98,13360.75,70213.34
TX,Hall County,False,2,4,12288.0,13483.86,12483.42,9351.42,44923.64
TX,Smith County,True,2,2,13020.0,8754.79,16110.81,12368.33,71438.34
MA,Plymouth County,True,1,3,25147.6872,11446.57,14000.57,28554.45,112621.25
WI,Grant County,False,2,1,8808.0,6557.6,15174.58,8619.25,71567.72
NE,Rock County,False,1,2,8808.0,7684.23,14714.77,15519.27,71282.27
SD,Walworth County,False,1,3,11412.0,9025.75,12547.87,13016.46,72977.55
GA,Carroll County,True,1,4,13487.9028,10828.63,10285.32,12178.08,66174.83
TX,Caldwell County,True,1,4,16029.6636,11121.3,13382.96,13544.41,63771.03
CT,New London County,True,1,2,14780.6832,7953.07,13161.67,17419.85,93953.55
NH,Carroll County,False,2,3,16824.0,14459.34,13845.08,16081.28,78752.42
GA,Quitman County,False,1,2,7776.0,6922.53,13871.17,8117.01,41843.16
IA,Hancock County,False,1,3,11376.0,9055.64,13895.45,11733.28,74124.52
KY,Mason County,False,2,0,6600.0,5287.86,13361.57,0.0,64534.99
AR,Howard County,False,1,1,7848.0,4480.09,11841.15,4809.3,51798.24
PA,Lehigh County,True,2,1,13858.3032,7812.3,14960.43,10705.85,78469.02
TX,Wilson County,True,2,1,12018.5736,6320.86,14627.93,7061.3,91145.19
CO,Ouray County,False,1,3,20280.0,10579.86,11559.59,16430.53,81192.16
WV,Roane County,False,1,1,8112.0,4327.19,13590.55,5891.75,50971.64
VA,Alexandria city,True,1,0,18867.0084,3921.8,16240.52,0.0,133892.98
IL,Iroquois County,False,2,3,10956.0,10981.77,13503.74,13354.82,68963.69
NY,Delaware County,False,1,3,12384.0,11446.57,11716.39,19301.48,66421.27
TX,Burnet County,False,1,3,14028.0,8786.66,14940.23,9916.57,72705.45
TX,Gray County,False,2,2,9768.0,9504.34,13639.6,8595.32,63743.31
NJ,Somerset County,True,2,1,22476.234,8806.59,13943.7,11996.79,141682.48
MD,Caroline County,False,2,1,11244.0,7386.17,13780.84,7320.26,71751.52
IL,Stark County,True,1,1,8386.26348,4327.19,12146.51,8780.69,69745.11
KY,Lincoln County,False,2,0,6036.0,5021.56,13662.11,0.0,52735.73
CO,Custer County,False,2,0,7884.0,5782.4,16799.58,0.0,65132.6
NY,Franklin County,False,1,3,12492.0,8308.48,15489.84,19377.42,65277.39
TX,Jim Hogg County,False,2,1,8808.0,6273.51,16884.52,4785.0,45156.73
IN,Randolph County,False,1,0,6144.0,2552.28,13686.71,0.0,61432.95
GA,Paulding County,True,1,2,14215.602,6810.52,12681.08,12580.79,78397.14
KY,Lincoln County,False,1,0,5700.0,2739.03,14890.92,0.0,52735.73
KY,Pendleton County,True,1,4,13273.3524,10938.38,16971.05,17941.05,71686.84
LA,Claiborne Parish,False,2,4,11532.0,13752.64,12881.12,8539.45,36411.25
IL,Lee County,False,1,0,5880.0,2759.78,12130.23,0.0,77645.51
NC,Cumberland County,True,1,1,10428.0,4510.67,14297.69,8735.62,57466.32
MO,Ozark County,False,1,4,10548.0,11011.55,15153.68,10464.44,42182.02
VA,Falls Church city,True,1,3,30157.8312,11715.55,14817.88,24379.65,177662.47
KY,Spencer County,True,1,0,5890.79628,3050.29,11196.7,0.0,89407.8
TX,Delta County,False,2,0,7260.0,5249.81,14450.94,0.0,63549.24
TX,Live Oak County,False,1,1,8808.0,4250.73,12986.75,4808.13,71089.22
VA,Danville city,False,1,4,10810.82808,9804.3,12232.26,12276.84,48837.9
LA,Natchitoches Parish,False,1,4,13176.0,11231.05,14972.88,8966.88,49921.2
OH,Medina County,True,1,1,11128.55856,4633.0,14290.29,8905.52,97350.3
MO,Howard County,False,1,0,6252.0,3102.16,13959.23,0.0,66899.77
KY,Owen County,False,2,0,6036.0,5440.02,13574.26,0.0,65390.34
AL,Mobile County,True,1,0,7704.0,3278.54,12540.53,0.0,62409.46
GA,Fulton County,True,1,1,14728.9776,5657.45,14486.64,8017.01,98122.47
KS,Smith County,False,2,3,12276.0,12079.95,11541.17,10013.23,60424.61
TX,Galveston County,True,2,1,13520.8956,6936.37,12071.78,7592.08,91664.76
AK,Southeast Fairbanks Census Area,False,1,1,14520.0,4792.32,16606.03,10742.47,87256.59
MT,Lewis and Clark County,False,2,0,9288.0,6143.8,14419.04,0.0,88288.55
TX,Zapata County,False,1,1,8808.0,3700.28,13477.69,4752.33,43533.32
NY,Cayuga County,False,2,0,8220.0,5763.38,14426.76,0.0,73835.98
OK,Noble County,False,1,0,6732.0,3133.29,10726.01,0.0,68660.77
AR,Greene County,False,2,3,11916.0,9846.99,12175.41,10907.45,58221.04
TN,Henry County,False,1,2,7956.0,7124.16,13972.57,8735.99,54156.86
MN,Traverse County,False,1,4,10956.0,11743.22,14710.49,12487.4,70555.27
IA,Polk County,True,1,1,10764.4548,4724.74,11872.61,9448.45,85704.04
AR,Prairie County,False,2,3,9756.0,10725.53,10645.99,10201.57,57522.8
MS,Yazoo County,True,2,2,8916.0,9384.41,14620.73,7762.95,46371.46
ND,Nelson County,False,1,0,7548.0,3278.54,16545.01,0.0,81034.03
GA,Pike County,True,2,0,8882.41188,5440.02,11746.8,0.0,82986.02
NY,Monroe County,True,1,1,12373.4736,4816.48,14713.43,10647.98,82107.06
KS,Greeley County,False,1,3,11196.0,9832.69,10422.38,9873.3,64176.63
MS,Pike County,False,1,0,6600.0,3060.66,14845.8,0.0,44587.87
IL,Stephenson County,False,2,0,6564.0,5497.09,14012.64,0.0,64018.5
GA,Hancock County,False,2,4,10848.0,13618.25,13968.93,9245.79,46555.27
TX,Duval County,False,2,0,6984.0,5211.77,15524.31,0.0,53322.05
MS,Grenada County,False,2,2,8208.0,9594.28,11698.18,4008.11,51011.69
AK,Kusilvak Census Area,False,1,1,10356.0,5544.3,13727.5,8998.04,37315.89
SD,Lyman County,False,2,1,8628.0,7906.99,12185.39,5342.86,60582.74
SD,Clark County,False,2,3,10728.0,11860.32,13498.63,12844.28,67201.66
NV,Nye County,False,1,4,12864.0,11523.72,15932.02,15472.73,58187.15
IL,Knox County,False,1,2,8400.0,6116.02,12213.57,11765.58,65005.28
MO,Audrain County,False,1,0,5592.0,2728.66,10786.75,0.0,55012.21
KY,Martin County,False,1,1,8160.0,4296.61,13424.61,5731.22,48504.18
GA,Hall County,True,2,1,11412.0,7267.8,12688.53,7037.5,74210.77
IA,Winneshiek County,False,2,0,6516.0,5877.51,13454.07,0.0,84009.77
TX,Johnson County,True,2,2,13806.3336,8424.98,17027.29,12915.53,75992.31
AZ,Yuma County,True,1,3,15852.0,8129.16,13930.05,18330.53,51688.37
MS,Monroe County,False,2,3,10212.0,11091.59,12774.26,4490.45,57513.55
VA,Greensville County,False,2,3,14100.6924,10688.93,14863.63,13274.72,58840.21
MS,Yazoo County,True,2,1,8916.0,7409.85,13668.39,4807.54,46371.46
LA,Livingston Parish,True,1,4,15619.7376,11450.55,10111.39,11805.77,78699.03
PA,Carbon County,True,2,0,8393.58252,5573.17,14645.97,0.0,72493.92
OR,Union County,False,1,0,7092.0,3392.67,11952.93,0.0,64962.15
KS,Jefferson County,True,2,0,6855.23952,6238.91,12812.04,0.0,81440.66
SD,Stanley County,False,2,1,9720.0,7622.91,11989.94,5697.58,89900.67
MO,Dunklin County,False,1,1,7944.0,3944.93,13645.12,4679.54,46550.13
MO,Boone County,True,2,2,10488.0,9294.46,10889.01,14057.71,80198.2
AR,Lafayette County,False,2,0,5952.0,5782.4,10077.75,0.0,44849.71
PA,Bedford County,False,1,4,11208.0,12511.46,14447.0,16393.48,63651.92
GA,Jefferson County,False,2,4,9996.0,13394.26,14466.48,9128.31,44970.88
MD,Charles County,True,2,0,18585.2388,6276.95,14596.62,0.0,114600.98
ND,Cass County,True,1,0,7063.64724,3413.42,13155.94,0.0,90020.81
KY,Bourbon County,True,1,2,9219.5244,6407.26,10736.12,15086.84,64843.04
GA,Jeff Davis County,False,2,2,7776.0,8604.87,14271.05,7927.5,44287.01
LA,Lincoln Parish,False,2,1,9492.0,7717.6,11118.59,4547.73,56342.97
ID,Benewah County,False,2,1,9936.0,7978.01,14203.86,6030.83,54157.89
FL,Hernando County,True,2,0,11009.19144,6143.8,13609.84,0.0,58703.64
TX,Van Zandt County,False,2,2,9612.0,8964.66,14285.87,8589.99,65720.98
ID,Fremont County,False,1,0,6840.0,3382.29,16978.8,0.0,64309.09
IA,Lyon County,False,1,0,6228.0,3039.91,12502.14,0.0,77244.02
OR,Gilliam County,False,2,4,14532.0,15768.5,14911.17,17569.1,64078.05
MT,Sweet Grass County,False,2,2,10320.0,9684.23,14023.8,15881.03,69727.65
AR,Montgomery County,False,1,0,5748.0,3029.54,12747.65,0.0,48547.31
VA,Charlottesville city,True,1,4,18159.3696,16352.7,15663.83,18798.14,92093.98
CO,Eagle County,False,1,3,25668.0,10609.75,13907.98,18150.75,96674.65
NC,Durham County,True,2,2,13777.038,9834.14,13875.47,15651.3,83442.97
LA,Franklin Parish,False,2,0,6600.0,5516.11,14466.65,0.0,43879.36
IL,De Witt County,True,2,4,11772.0,13304.67,11083.6,16824.92,71244.27
IA,Worth County,False,1,2,8580.0,6608.89,13301.49,10740.2,75842.4
NC,Graham County,False,1,3,10344.0,9234.96,14251.45,11983.36,50938.79
AR,White County,False,1,4,11520.0,10389.64,11428.93,11010.72,58649.22
KY,Warren County,True,2,2,10180.96872,8275.07,11588.08,15650.83,65770.27
NC,Cleveland County,False,2,3,11028.0,9737.17,13504.86,11977.11,53794.39
UT,San Juan County,False,2,3,11004.0,12116.56,10929.12,16882.11,54156.86
LA,Lafayette Parish,True,1,0,7832.84472,3278.54,14669.46,0.0,75862.94
NC,Greene County,False,1,1,8316.0,4602.41,15203.16,6465.61,56453.87
OH,Morrow County,True,2,1,9897.18828,6912.7,13987.51,8386.95,72042.12
VA,Wise County,False,1,0,5681.83296,3122.91,14745.08,0.0,51651.4
CA,Sonoma County,True,1,2,23952.0,8961.21,9040.43,16116.81,99810.57
MI,Arenac County,False,2,2,8808.0,8544.91,16313.29,13899.38,54604.55
KS,Barton County,False,2,4,11292.0,13035.89,12888.16,9852.4,69408.3
TX,Callahan County,True,1,2,9591.78372,6429.66,12928.96,10956.07,65228.1
KS,Seward County,False,2,3,11700.0,10322.87,13747.73,10151.26,52010.79
OR,Tillamook County,False,1,4,16020.0,13023.63,15255.13,17641.12,63652.95
IN,Pike County,False,1,4,12180.0,10316.47,15841.82,15065.96,64805.05
IA,Jones County,True,1,3,11592.0,8786.66,9432.7,14222.99,76999.63
NE,Adams County,False,1,1,8856.0,4556.54,13560.42,6770.14,72584.28
SD,Brown County,False,1,1,9096.0,4969.38,15683.02,5543.62,82747.8
NM,Mora County,False,2,4,13632.0,15499.72,12821.06,16302.88,39122.07
NE,Thayer County,False,2,0,7212.0,5497.09,13625.94,0.0,69632.16
NC,Mitchell County,False,1,3,10356.0,9384.39,14376.02,11851.2,61206.02
WA,Douglas County,True,1,4,18132.0,11670.05,11517.03,18464.17,72097.56
MT,Prairie County,False,1,2,10980.0,7706.64,14875.02,16237.93,63932.24
TN,Shelby County,True,1,0,8277.70464,3247.41,14832.39,0.0,67305.37
NE,Rock County,False,2,0,6684.0,6524.23,14201.16,0.0,71282.27
NC,Davie County,True,1,4,12473.1924,11231.05,12697.1,14516.44,74546.55
VA,Staunton city,True,1,2,10907.8572,6586.49,16962.16,14907.78,73091.53
GA,Catoosa County,True,1,3,12212.2596,8995.87,12643.5,11543.2,69681.45
KY,Hart County,False,2,3,10296.0,9627.36,12263.27,12263.41,49380.07
MD,Queen Anne's County,True,1,3,24656.1156,12074.19,15086.43,19876.97,114408.96
OK,Lincoln County,True,1,1,8736.0,4816.48,15320.06,6416.98,65343.1
NE,Knox County,False,1,0,5808.0,3185.16,13512.14,0.0,67426.53
MS,Tishomingo County,False,2,3,11304.0,10652.32,14755.92,4479.19,50229.25
NY,Nassau County,True,2,1,24635.4168,9067.0,9896.92,14844.13,139281.77
OR,Marion County,True,2,0,10016.54004,5915.55,12560.46,0.0,71803.89
SC,Dorchester County,True,1,0,11424.81084,3320.04,18197.83,0.0,80913.89
IN,Hancock County,True,1,1,10902.09156,4342.48,13345.59,10677.18,90046.48
MI,Kent County,True,2,0,9804.0,5820.45,14947.09,0.0,79253.52
CO,Arapahoe County,True,2,2,19425.5268,10223.91,11535.68,21086.49,96874.88
NE,Richardson County,False,1,2,8808.0,6877.72,17460.81,15212.65,65255.82
IA,Calhoun County,False,1,3,10668.0,8517.68,10594.5,11316.02,69898.1
MS,Quitman County,False,1,0,6192.0,3164.41,12437.28,0.0,39926.08
MN,Houston County,True,2,0,7055.25732,6162.82,14425.58,0.0,79818.27
TX,Austin County,True,1,2,11472.0,6720.9,12080.46,11799.11,80292.66
PA,Lancaster County,True,2,3,15396.0,12446.01,14249.59,21789.28,80750.62
MN,Benton County,True,2,0,7469.57076,6980.73,10680.94,0.0,73718.92
CA,Kings County,True,1,2,13308.0,6877.72,13427.41,12404.47,61931.98
NE,Dodge County,False,2,4,12612.0,12991.09,14422.94,19097.7,68556.04
KS,Thomas County,False,1,2,8616.0,6832.92,12490.03,9062.0,73732.27
OK,Woods County,False,2,1,8820.0,7196.78,13721.28,6026.57,79055.34
TX,La Salle County,False,1,0,6456.0,2583.41,13385.13,0.0,55959.96
GA,Terrell County,True,1,0,6389.87988,3195.54,13350.77,0.0,42230.27
MN,Sibley County,True,2,2,9696.0,9684.23,10614.65,18674.24,78501.88
VA,Russell County,False,2,1,8412.0,7173.11,12116.09,6619.4,49938.66
OK,Cherokee County,False,2,4,11280.0,14648.58,14301.97,16021.92,57644.99
MO,Cass County,True,2,2,12420.8292,8934.68,13647.25,15130.76,83084.6
WV,Randolph County,False,1,1,8220.0,4464.8,13506.29,5874.51,58107.06
ND,Sargent County,False,2,0,7428.0,6219.89,11284.52,0.0,83580.56
IA,Allamakee County,False,2,2,8580.0,8754.79,14188.46,10321.8,70652.82
VT,Franklin County,True,1,0,10875.94404,3911.42,12921.2,0.0,83020.94
LA,East Carroll Parish,False,2,4,12120.0,13707.84,17106.91,8543.83,32589.4
IL,DuPage County,True,2,4,22680.486,15230.94,15450.68,23937.74,117059.2
IL,Winnebago County,True,1,1,9528.87744,4388.35,15165.8,9376.95,68735.73
OH,Greene County,True,2,0,8695.96584,5611.21,15104.68,0.0,89634.73
WV,Hancock County,True,1,1,8768.2998,4373.06,13726.06,7741.76,60793.23
WI,Burnett County,False,1,2,9036.0,6877.72,12480.2,15185.57,63559.5
TX,Anderson County,False,2,3,13272.0,10432.68,13772.87,9779.82,54954.7
IA,Lyon County,False,2,4,10692.0,13125.48,14882.09,11419.4,77244.02
IL,Clinton County,True,2,2,10043.6184,8065.2,14432.65,16103.25,82805.3
GA,Webster County,False,1,3,9672.0,9175.19,13800.33,8936.15,50524.98
AR,Poinsett County,True,1,1,7848.0,4036.67,13034.23,5168.76,50856.64
WV,Marshall County,True,1,3,11203.86984,8697.0,13477.58,17617.66,61965.87
LA,Rapides Parish,True,2,2,9963.48264,8484.95,14254.35,9470.21,59113.35
MD,Dorchester County,False,2,2,10824.0,9114.57,12485.75,11938.15,70795.55
CO,Hinsdale County,False,1,4,13452.0,13755.29,10790.78,13573.6,66626.63
VA,Bath County,False,1,1,8460.0,4663.58,13448.88,6742.31,67472.74
TN,Overton County,False,2,1,7956.0,7930.67,15974.12,5429.12,54550.13
NE,Garden County,False,1,4,12204.0,11304.22,12902.22,18250.59,58925.44
TX,Haskell County,False,2,3,12324.0,10469.29,9763.55,9355.27,55566.69
TX,Cooke County,False,1,4,13620.0,11084.72,11698.01,9728.65,74995.27
LA,St. Bernard Parish,True,2,1,12110.142,7906.99,14425.05,6424.54,53161.86
WV,Morgan County,False,2,1,8928.0,7244.13,11559.07,6146.66,65696.33
MS,Copiah County,True,2,1,9127.29936,6889.03,12240.53,4833.97,53943.28
CO,Saguache County,False,1,2,9144.0,7684.23,12626.29,11540.31,52875.38
CA,Del Norte County,False,2,2,12000.0,10463.77,13260.96,11562.25,58723.16
SC,Florence County,True,2,1,9708.0,6344.53,13626.78,5803.22,59380.32
SC,Spartanburg County,True,1,1,10140.0,4296.61,11955.93,5902.22,65855.49
OK,Choctaw County,False,1,4,10860.0,10792.05,14409.05,15768.66,50738.55
ID,Minidoka County,False,1,1,8808.0,4220.15,13979.9,5838.27,58761.15
IL,Boone County,True,2,2,10184.8074,8305.05,13658.16,16201.94,81081.27
IL,Wabash County,False,1,2,8700.0,6340.05,14393.39,11877.8,72737.27
OK,Cleveland County,True,1,0,8867.0244,3205.91,12941.45,0.0,79266.87
FL,Citrus County,True,2,1,10740.0,8333.12,12075.09,6716.84,56364.54
AR,Franklin County,False,2,1,7884.0,6675.96,16833.89,4773.82,53398.04
AR,Crittenden County,True,1,2,8542.09428,6631.29,12858.9,12735.89,52440.01
ND,McIntosh County,False,2,1,8808.0,7409.85,15352.58,6748.82,66667.71
CA,Sierra County,False,1,0,10044.0,3745.42,15964.64,0.0,76583.77
NJ,Hudson County,True,2,0,20232.0,6200.87,15190.01,0.0,78058.29
MO,Callaway County,True,1,2,8976.0,6877.72,13520.89,12931.05,70760.63
KS,Norton County,False,1,1,8616.0,4969.38,18242.66,6079.41,68904.13
TX,Milam County,False,2,4,12600.0,13573.45,13716.44,9576.48,61966.9
TX,Red River County,False,1,1,8808.0,4281.32,11494.74,4695.48,53476.07
KY,Bourbon County,True,1,1,9219.5244,4373.06,10566.29,6571.38,64843.04
MO,Mississippi County,False,2,3,9972.0,9810.39,13645.94,10157.83,40948.8
WA,Lewis County,False,2,2,11016.0,9864.12,13338.96,12951.68,68618.68
MA,Bristol County,True,2,0,11079.42696,6752.48,14209.19,0.0,89473.52
OH,Clinton County,False,2,2,8904.0,7915.29,15201.65,12447.39,65227.07
OH,Marion County,False,2,0,7428.0,5097.65,13765.76,0.0,61247.09
AL,Bullock County,False,1,2,8460.0,7437.8,14341.05,12173.15,44495.45
TX,Brazoria County,True,1,2,13668.0,6272.84,13039.2,12933.68,97189.09
KS,Marion County,False,1,1,8616.0,4510.67,16793.14,6006.1,68911.32
VA,Suffolk city,True,2,4,19540.8852,13663.04,12590.41,19035.81,89384.18
KS,Sherman County,False,2,2,9408.0,9474.36,9466.49,9285.88,58989.1
WA,Adams County,False,2,4,12672.0,14021.42,15546.52,13958.15,57949.95
IL,Perry County,False,1,2,8400.0,6564.08,14405.29,11996.58,66306.27
KY,Todd County,False,1,0,5700.0,2967.29,13699.18,0.0,57988.97
MO,Caldwell County,True,2,1,8038.50516,7220.46,14704.39,6445.36,61110.52
TX,Dawson County,False,1,1,8808.0,4648.29,12281.83,4699.8,56060.59
NC,Forsyth County,True,1,4,13686.8016,11121.3,11561.52,15153.06,69169.05
GA,Douglas County,True,2,2,13286.6376,8994.64,15021.94,12139.09,75780.79
GA,Fannin County,False,1,3,11712.0,9414.28,12331.03,9462.47,62070.61
TX,Dickens County,False,1,2,8808.0,6877.72,14967.67,8210.62,62251.33
CO,Phillips County,False,2,4,12864.0,14111.01,14784.54,13300.63,63672.46
MI,Leelanau County,False,2,3,14220.0,25477.72,13474.92,17736.65,82568.11
OK,Dewey County,False,1,1,9240.0,5015.26,14453.13,6149.1,67149.29
SC,Beaufort County,True,1,1,14448.0,5550.42,13326.3,7362.38,81559.77
TX,Parmer County,False,2,3,11712.0,11091.59,14280.2,9335.27,66743.7
NE,Brown County,False,2,2,8808.0,10044.02,10757.4,15268.1,62786.3
OH,Licking County,True,2,4,13841.148,12632.72,11764.72,17143.64,81467.35
NC,Person County,True,1,1,9084.0,4434.22,13734.46,7903.37,67466.58
TN,Polk County,True,2,1,8755.39968,7409.85,15103.5,7160.14,56055.46
KY,Henry County,True,2,0,8290.73076,5401.98,12865.06,0.0,63865.5
TX,Nolan County,False,1,1,8844.0,4464.8,14629.7,4889.28,59261.21
GA,Barrow County,True,2,3,15287.316,11311.23,13011.24,12936.49,72049.3
MN,Meeker County,False,2,3,11604.0,11750.5,13608.84,12697.86,80453.88
WI,Lafayette County,False,1,1,8808.0,4434.22,15069.32,8360.63,72199.22
NY,Niagara County,True,1,0,7749.2226,3112.54,13676.65,0.0,76247.99
AL,Montgomery County,True,1,1,10819.14036,4984.67,14758.85,5792.41,64886.16
WY,Converse County,False,1,2,9732.0,7168.96,12349.97,20050.77,84359.92
TN,Montgomery County,True,2,0,8668.57908,6029.68,16433.98,0.0,69197.8
MN,Pine County,False,1,2,9660.0,6967.34,16909.13,11569.79,68106.29
WA,Thurston County,True,2,1,14892.0,7930.67,14356.73,10595.96,88173.55
FL,Calhoun County,False,2,0,7728.0,6238.91,14473.25,0.0,58760.12
MT,Roosevelt County,False,2,4,11940.0,16261.26,16541.57,17488.77,53043.78
MS,Oktibbeha County,False,2,0,8484.0,6295.97,14091.49,0.0,67771.55
IN,Randolph County,False,2,2,8784.0,7375.61,12075.3,12801.31,61432.95
CA,Lake County,False,2,4,18408.0,17560.37,10931.34,13113.83,60824.04
IL,McDonough County,False,1,2,8400.0,6160.83,15409.27,12051.03,72367.62
TX,Colorado County,False,2,2,9084.0,7975.25,11847.67,8334.45,64592.49
IN,Sullivan County,True,1,1,9468.0,4480.09,13498.28,10063.41,63291.5
NH,Sullivan County,False,2,1,12840.0,7978.01,15577.09,8452.87,80700.31
MD,Cecil County,True,1,0,10665.94188,3185.16,12362.86,0.0,94147.62
IN,Vermillion County,True,2,4,11089.39752,12139.95,10348.23,20280.67,62009.0
TX,Terrell County,False,1,0,7464.0,2687.16,16526.14,0.0,55946.62
ME,Hancock County,False,1,3,14100.0,11924.75,13837.37,12379.41,74590.7
VA,Falls Church city,True,1,4,30157.8312,14340.62,14210.35,24379.65,177662.47
GA,Oconee County,True,2,4,15637.266,15634.11,14146.58,12813.86,108720.34
OK,Harmon County,False,1,1,8736.0,4862.35,14184.7,5997.35,62484.42
OH,Williams County,False,1,0,6576.0,2915.41,10421.07,0.0,65876.02
CO,Huerfano County,False,2,1,10164.0,7386.17,14320.4,7542.43,52459.52
IL,Schuyler County,False,2,2,8400.0,8365.02,15683.15,11751.6,66636.91
